0.0	0.5	 Hey,
0.62	0.82	 what′s
0.82	0.92	 up
0.92	1.38	 everyone,
1.62	1.8	 this
1.8	1.92	 is
1.92	2.26	 Sam.
2.8	3.0	 In
3.0	3.38	 today′s
3.38	3.74	 interview,
4.02	4.2	 part
4.2	4.32	 of
4.32	4.48	 our
4.48	4.72	 guest
4.72	4.96	 host
4.96	5.38	 series,
5.76	5.98	 you′ll
5.98	6.22	 hear
6.22	6.4	 a
6.4	6.96	 conversation
6.96	7.28	 led
7.28	7.48	 by
7.48	7.9	 longtime
7.9	8.3	 friend
8.3	8.42	 of
8.42	8.54	 the
8.54	8.78	 show,
8.98	9.28	 John
9.28	9.74	 Bohannon,
10.3	10.62	 Director
10.62	10.9	 of
10.9	11.24	 Science
11.24	11.48	 at
11.48	11.86	 Primer
11.86	12.16	 AI
12.16	12.9	 and
12.9	13.26	 former
13.26	13.64	 journalist
13.64	13.92	 for
13.92	14.4	 publications
14.4	14.76	 like
14.76	15.1	 Science
15.1	15.66	 Magazine,
15.96	16.34	 Wired,
16.44	16.54	 and
16.54	16.96	 others.
17.54	17.76	 I′m
17.76	17.98	 sure
17.98	18.16	 you′re
18.16	18.36	 going
18.36	18.54	 to
18.54	18.82	 enjoy
18.82	19.04	 this
19.04	19.62	 conversation,
19.82	20.06	 so
20.06	20.36	 let′s
20.36	20.62	 jump
20.62	20.88	 in.
21.44	21.86	 Peace.
31.8	32.38	 Good
32.38	32.88	 morning,
32.96	33.26	 Marti.
33.64	33.92	 Good
33.92	34.12	 morning,
34.24	34.42	 John.
34.86	35.34	 So
35.34	35.7	 we
35.7	36.26	 are
36.26	36.76	 just
36.76	37.22	 a
37.22	37.36	 few
37.36	37.66	 miles
37.66	37.9	 away
37.9	38.06	 from
38.06	38.22	 each
38.22	38.4	 other
38.4	38.74	 across
38.74	38.9	 a
38.9	39.04	 body
39.04	39.18	 of
39.18	39.4	 water.
39.54	39.76	 I′m
39.76	39.84	 in
39.84	40.0	 San
40.0	40.34	 Francisco.
40.76	41.0	 You′re
41.0	41.32	 across
41.32	41.48	 the
41.48	41.72	 bay
41.72	42.24	 in
42.24	42.68	 Berkeley
42.68	43.32	 at
43.32	43.46	 your
43.46	43.78	 office
43.78	44.1	 at
44.1	44.64	 University
44.64	44.82	 of
44.82	45.14	 California,
45.22	45.42	 Berkeley,
45.5	45.96	 where
45.96	46.26	 you
46.26	46.66	 are
46.66	46.94	 the
46.94	47.14	 head
47.14	47.28	 of
47.28	47.46	 the
47.46	47.62	 School
47.62	47.76	 of
47.76	48.16	 Information
48.16	48.86	 and
48.86	49.12	 a
49.12	49.36	 computer
49.36	49.94	 scientist
49.94	50.62	 who′s
50.62	50.74	 been
50.74	50.84	 in
50.84	50.92	 the
50.92	51.14	 game
51.14	51.32	 for
51.32	51.46	 many
51.46	51.88	 decades.
52.02	52.5	 That′s
52.5	52.72	 right.
52.94	53.24	 So
53.24	53.8	 I′m
53.8	54.08	 excited
54.08	54.3	 to
54.3	54.54	 finally
54.54	54.7	 do
54.7	54.86	 this
54.86	55.08	 interview
55.08	55.46	 because
55.46	55.68	 it′s
55.68	56.0	 been
56.0	56.46	 almost
56.46	56.62	 a
56.62	56.72	 year
56.72	56.84	 in
56.84	56.92	 the
56.92	57.16	 making.
57.64	57.78	 We
57.78	58.06	 had
58.06	58.28	 a
58.28	58.5	 great
58.5	58.82	 interview
58.82	59.02	 here
59.02	59.12	 on
59.12	59.22	 the
59.22	59.42	 show
59.42	59.74	 with
59.74	60.06	 Orin
60.06	60.5	 Etzioni,
61.06	61.74	 former
61.74	61.98	 head
61.98	62.4	 of
62.4	62.98	 AI2
62.98	63.36	 in
63.36	63.7	 Seattle.
64.1	64.74	 After
64.74	65.0	 that
65.0	65.26	 interview,
65.38	65.44	 I
65.44	65.64	 asked
65.64	65.88	 Orin
65.88	66.1	 who
66.1	66.26	 would
66.26	66.36	 be
66.36	66.48	 a
66.48	66.62	 really
66.62	66.8	 good
66.8	67.1	 guest
67.1	67.32	 who
67.32	67.76	 would
67.76	67.92	 have
67.92	68.3	 something
68.3	69.06	 worth
69.06	69.36	 sharing
69.36	69.56	 with
69.56	69.68	 the
69.68	69.94	 audience,
70.36	70.56	 and
70.56	70.72	 you
70.72	70.86	 were
70.86	71.18	 the
71.18	71.34	 first
71.34	71.58	 person
71.58	71.7	 he
71.7	71.92	 said.
72.3	72.38	 Well,
72.48	72.72	 I
72.72	72.96	 listened
72.96	73.14	 to
73.14	73.38	 that
73.38	73.8	 interview,
73.94	74.04	 and
74.04	74.12	 it
74.12	74.26	 was
74.26	74.46	 an
74.46	74.74	 excellent
74.74	75.12	 interview.
75.38	75.56	 Orin
75.56	75.76	 is
75.76	76.18	 so
76.18	76.58	 articulate,
76.78	76.88	 and
76.88	77.06	 you′re
77.06	77.18	 a
77.18	77.4	 great
77.4	78.08	 interviewer.
78.44	79.02	 I′m
79.02	79.46	 really
79.46	79.74	 honored
79.74	79.94	 to
79.94	80.08	 be
80.08	80.3	 here,
80.4	80.5	 and
80.5	80.68	 I′m
80.68	81.0	 really
81.0	81.56	 honored
81.56	81.86	 that
81.86	82.46	 Orin
82.46	82.84	 thought
82.84	83.12	 it
83.12	83.3	 was
83.3	83.72	 worthwhile
83.72	83.94	 to
83.94	84.22	 recommend
84.22	84.46	 me.
84.72	84.98	 You
84.98	85.12	 don′t
85.12	85.3	 do
85.3	85.46	 that
85.46	85.66	 many
85.66	86.14	 interviews,
86.2	86.68	 from
86.68	86.84	 what
86.84	86.98	 I
86.98	87.24	 gather.
88.0	88.44	 No,
88.4	88.88	 I
88.88	89.22	 don′t.
89.58	89.94	 I′m
89.94	90.02	 a
90.02	90.14	 little
90.14	90.32	 bit
90.32	90.62	 camera
90.62	90.98	 shy,
91.14	91.34	 even
91.34	91.62	 though
91.62	92.12	 I
92.12	92.5	 do
92.5	92.66	 have
92.66	92.78	 to
92.78	92.9	 be
92.9	93.06	 on
93.06	93.34	 camera
93.34	93.54	 a
93.54	93.74	 lot.
93.94	94.24	 Also,
94.52	94.74	 I
94.74	94.88	 like
94.88	95.0	 to
95.0	95.1	 be
95.1	95.26	 pretty
95.26	95.7	 careful
95.7	96.52	 about
96.52	97.16	 what
97.16	97.32	 I
97.32	97.58	 say,
97.84	98.04	 kind
98.04	98.12	 of
98.12	98.26	 more
98.26	98.48	 from
98.48	98.72	 the
98.72	99.44	 scientist′s
99.44	99.86	 perspective.
100.2	100.28	 I
100.28	100.44	 think
100.44	100.66	 Orin
100.66	100.82	 is
100.82	101.1	 really
101.1	101.58	 great
101.58	102.06	 at
102.06	102.6	 linking
102.6	103.64	 science
103.64	104.06	 to
104.06	104.74	 business
104.74	105.14	 and
105.14	105.34	 where
105.34	105.76	 technology
105.76	105.92	 is
105.92	106.22	 going.
106.48	106.74	 But
106.74	107.0	 yeah,
107.04	107.14	 I
107.14	107.32	 guess
107.32	107.56	 I′m
107.56	107.74	 just
107.74	107.88	 a
107.88	107.96	 little
107.96	108.18	 bit
108.18	108.54	 shy
108.54	108.76	 that
108.76	108.94	 way.
109.26	109.42	 And
109.42	109.62	 that
109.62	109.82	 brings
109.82	110.02	 me
110.02	110.36	 to
110.36	110.6	 kind
110.6	110.68	 of
110.68	110.78	 the
110.78	110.94	 big
110.94	111.24	 story
111.24	111.58	 here.
111.88	112.02	 For
112.02	112.24	 those
112.24	112.54	 listening
112.54	112.7	 at
112.7	112.94	 home,
113.18	113.32	 Marty
113.32	113.46	 and
113.46	113.56	 I
113.56	113.7	 had
113.7	114.08	 a
114.32	114.92	 chat
114.92	115.18	 recently
115.18	115.52	 in
115.52	115.76	 advance
115.76	115.88	 of
115.88	116.02	 this
116.02	116.3	 interview
116.3	116.86	 just
116.86	117.14	 to
117.14	117.54	 talk
117.54	117.7	 about
117.7	117.84	 what
117.84	117.96	 we
117.96	118.12	 might
118.12	118.34	 talk
118.34	118.58	 about.
119.24	119.34	 And
119.34	119.84	 something
119.84	120.28	 really
120.28	120.62	 striking
120.62	121.08	 was
121.08	121.86	 that
121.86	122.46	 there′s
122.46	122.78	 this
122.78	123.36	 moment,
123.48	123.62	 let′s
123.62	123.78	 call
123.78	123.88	 it
123.88	123.94	 the
123.94	124.18	 chat
124.18	124.66	 GPT
124.66	124.96	 moment,
125.26	125.46	 it′s
125.46	125.64	 really
125.64	125.8	 the
125.8	126.04	 large
126.04	126.44	 language
126.44	126.92	 model
126.92	127.38	 moment,
127.82	128.44	 where
128.44	128.78	 artificial
128.78	129.34	 intelligence
129.34	129.84	 seems
129.84	130.02	 to
130.02	130.18	 be
130.18	130.4	 at
130.4	130.58	 some
130.58	130.8	 kind
130.8	130.88	 of
130.88	131.3	 inflection
131.3	131.64	 point.
132.12	132.58	 And
132.58	133.08	 you
133.08	133.26	 told
133.26	133.42	 me
133.42	133.68	 about
133.68	133.94	 your
133.94	134.48	 long
134.48	134.82	 career
134.82	135.68	 and
135.68	136.02	 how
136.02	136.4	 you
136.4	136.66	 have
136.66	136.84	 kind
136.84	136.92	 of
136.92	137.24	 seen
137.24	137.5	 these
137.5	137.82	 moments
137.82	138.2	 before,
138.26	138.5	 and
138.5	138.66	 you′re
138.66	139.1	 more
139.1	139.46	 cautious
139.46	139.82	 about
139.82	140.14	 speaking
140.14	140.6	 publicly
140.6	141.24	 to
141.24	141.44	 add
141.44	141.56	 to
141.56	141.68	 the
141.68	141.84	 hype
141.84	142.14	 cycle
142.14	142.58	 because
142.58	143.08	 it′s
143.08	143.28	 often
143.28	143.76	 disappointing
143.76	144.52	 and
144.52	144.84	 often
144.84	145.38	 regrettable.
145.74	146.02	 It′s
146.02	146.18	 easy
146.18	146.34	 to
146.34	146.62	 say
146.62	147.26	 things
147.26	147.4	 that
147.4	147.54	 you
147.54	147.96	 later
147.96	148.24	 think
148.24	148.44	 were
148.44	149.0	 overhyped.
149.28	149.48	 Why
149.48	149.6	 is
149.6	149.74	 this
149.74	150.04	 different?
150.36	150.48	 Yeah,
150.56	150.82	 so
150.82	151.16	 I
151.16	151.34	 have
151.34	151.62	 seen
151.62	151.76	 a
151.76	151.96	 lot
151.96	152.14	 over
152.14	152.28	 the
152.28	152.66	 years.
152.9	153.04	 I′ve
153.04	153.34	 been,
153.46	153.62	 I′d
153.62	153.8	 say,
153.9	154.24	 primarily
154.24	154.46	 in
154.46	154.66	 natural
154.66	154.96	 language
154.96	155.44	 processing,
155.6	155.78	 that
155.78	156.22	 part
156.22	156.54	 of
156.54	156.84	 AI.
157.26	157.64	 And
157.64	158.34	 it′s
158.34	158.56	 just
158.56	158.94	 been
158.94	159.68	 a
159.68	160.04	 slog
160.04	160.24	 in
160.24	160.5	 terms
160.5	160.68	 of
160.68	160.9	 making
160.9	161.32	 progress
161.32	161.62	 and
161.62	162.0	 having
162.0	162.46	 machines
162.46	162.7	 be
162.7	163.0	 able
163.0	163.36	 to
163.36	163.8	 process
163.8	164.18	 language
