0.24744027303754265	0.48744027303754267	 Hey,
0.6274402730375427	0.8074402730375427	 what's
0.8074402730375427	0.9274402730375427	 up
0.9274402730375427	1.2874402730375427	 everyone?
1.6474402730375426	1.8074402730375427	 This
1.8074402730375427	1.9474402730375426	 is
1.9474402730375426	2.2674402730375425	 Sam.
2.7874402730375425	3.0074402730375422	 In
3.0074402730375422	3.3874402730375426	 today's
3.3874402730375426	3.7474402730375425	 interview,
4.007440273037543	4.187440273037542	 part
4.187440273037542	4.3074402730375425	 of
4.3074402730375425	4.467440273037543	 our
4.467440273037543	4.707440273037543	 guest
4.707440273037543	4.967440273037543	 host
4.967440273037543	5.387440273037543	 series,
5.7674402730375425	6.027440273037543	 you'll
6.027440273037543	6.207440273037543	 hear
6.207440273037543	6.407440273037543	 a
6.407440273037543	6.947440273037543	 conversation
6.947440273037543	7.2674402730375425	 led
7.2674402730375425	7.467440273037543	 by
7.467440273037543	7.907440273037543	 longtime
7.907440273037543	8.287440273037541	 friend
8.287440273037541	8.427440273037542	 of
8.427440273037542	8.547440273037543	 the
8.547440273037543	8.787440273037541	 show,
9.027440273037541	9.267440273037542	 John
9.267440273037542	9.727440273037542	 Bohannon,
10.307440273037543	10.627440273037543	 Director
10.627440273037543	10.887440273037543	 of
10.887440273037543	11.247440273037542	 Science
11.247440273037542	11.467440273037543	 at
11.467440273037543	11.847440273037542	 Primer
11.847440273037542	12.167440273037542	 AI,
12.767440273037542	12.907440273037542	 and
12.907440273037542	13.247440273037542	 former
13.247440273037542	13.647440273037542	 journalist
13.647440273037542	13.907440273037542	 for
13.907440273037542	14.407440273037542	 publications
14.407440273037542	14.747440273037542	 like
14.747440273037542	15.107440273037541	 Science
15.107440273037541	15.667440273037542	 Magazine,
16.007440273037542	16.327440273037542	 Wired,
16.447440273037543	16.527440273037545	 and
16.527440273037545	16.907440273037544	 others.
17.527440273037545	17.807440273037543	 I'm
17.807440273037543	17.967440273037543	 sure
17.967440273037543	18.187440273037545	 you're
18.187440273037545	18.347440273037545	 going
18.347440273037545	18.547440273037545	 to
18.547440273037545	18.787440273037543	 enjoy
18.787440273037543	19.047440273037545	 this
19.047440273037545	19.587440273037544	 conversation,
19.887440273037544	20.047440273037545	 so
20.047440273037545	20.387440273037544	 let's
20.387440273037544	20.607440273037543	 jump
20.607440273037543	20.907440273037544	 in.
21.427440273037544	21.847440273037545	 Peace.
24.496587030716725	24.776587030716726	 you
32.5	32.64	 Good
32.64	32.86	 morning,
32.98	33.12	 Marty.
33.77986348122867	33.919863481228674	 Good
33.919863481228674	34.11986348122868	 morning,
34.21986348122867	34.39986348122867	 John.
35.14505119453925	35.42505119453925	 So
35.42505119453925	35.74505119453925	 we
35.74505119453925	36.28505119453925	 are
36.28505119453925	36.76505119453925	 just
36.76505119453925	37.20505119453925	 a
37.20505119453925	37.36505119453925	 few
37.36505119453925	37.66505119453925	 miles
37.66505119453925	37.90505119453925	 away
37.90505119453925	38.06505119453925	 from
38.06505119453925	38.20505119453925	 each
38.20505119453925	38.40505119453925	 other
38.40505119453925	38.72505119453925	 across
38.72505119453925	38.90505119453925	 a
38.90505119453925	39.04505119453925	 body
39.04505119453925	39.165051194539245	 of
39.165051194539245	39.40505119453925	 water.
39.56505119453925	39.74505119453925	 I'm
39.74505119453925	39.84505119453925	 in
39.84505119453925	39.98505119453925	 San
39.98505119453925	40.34505119453925	 Francisco.
40.76505119453925	41.02505119453925	 You're
41.02505119453925	41.305051194539246	 across
41.305051194539246	41.48505119453925	 the
41.48505119453925	41.72505119453925	 bay
41.72505119453925	42.24505119453925	 in
42.24505119453925	42.68505119453925	 Berkeley
