0.24744027303754265	22.03924914675768	SPEAKER_01
24.496587030716725	24.803754266211605	SPEAKER_00
32.5	33.43856655290102	SPEAKER_00
33.77986348122867	34.616040955631405	SPEAKER_02
35.14505119453925	52.27815699658703	SPEAKER_00
52.27815699658703	52.89249146757679	SPEAKER_02
52.89249146757679	72.14163822525597	SPEAKER_00
72.2098976109215	84.6331058020478	SPEAKER_02
84.73549488054609	87.5	SPEAKER_00
87.65358361774744	109.03583617747441	SPEAKER_02
109.20648464163823	150.24744027303757	SPEAKER_00
150.31569965870307	210.38395904436862	SPEAKER_02
210.19624573378843	211.51023890784984	SPEAKER_00
211.51023890784984	256.51023890784984	SPEAKER_02
222.27815699658703	222.48293515358364	SPEAKER_00
236.56143344709898	236.69795221843003	SPEAKER_00
256.78327645051195	278.8651877133106	SPEAKER_00
279.1211604095563	352.6023890784983	SPEAKER_02
352.7047781569966	356.32252559726965	SPEAKER_00
356.7320819112628	417.3805460750853	SPEAKER_02
415.6399317406143	415.99829351535834	SPEAKER_00
417.3805460750853	429.00170648464166	SPEAKER_00
429.18941979522185	435.7935153583618	SPEAKER_02
435.7935153583618	437.8071672354949	SPEAKER_00
438.0460750853242	489.9061433447099	SPEAKER_02
489.9402730375427	502.67064846416383	SPEAKER_00
503.080204778157	574.240614334471	SPEAKER_02
574.4795221843003	581.9027303754266	SPEAKER_00
582.5341296928327	596.0836177474403	SPEAKER_02
595.7252559726962	596.7320819112628	SPEAKER_00
596.7320819112628	651.3054607508533	SPEAKER_02
651.203071672355	651.9368600682594	SPEAKER_00
651.9368600682594	656.561433447099	SPEAKER_02
656.8003412969283	659.4283276450512	SPEAKER_00
659.5648464163822	663.3532423208192	SPEAKER_02
663.3532423208192	772.7559726962457	SPEAKER_00
772.9607508532423	819.8720136518772	SPEAKER_02
783.5750853242321	784.0870307167236	SPEAKER_00
819.8720136518772	834.6160409556314	SPEAKER_00
834.9061433447099	904.5136518771332	SPEAKER_02
904.5648464163822	921.7491467576792	SPEAKER_00
921.9027303754267	967.0904436860069	SPEAKER_02
967.1587030716723	1010.622866894198	SPEAKER_00
1010.844709897611	1019.2747440273038	SPEAKER_02
1014.2918088737201	1015.401023890785	SPEAKER_00
1019.3430034129693	1045.4351535836179	SPEAKER_00
1045.622866894198	1049.7184300341298	SPEAKER_02
1049.240614334471	1053.831058020478	SPEAKER_00
1054.155290102389	1107.1587030716723	SPEAKER_02
1107.2610921501707	1127.6706484641638	SPEAKER_00
1127.2610921501707	1136.1689419795223	SPEAKER_02
1136.1348122866893	1136.8856655290103	SPEAKER_00
1136.8856655290103	1223.575085324232	SPEAKER_02
1223.7116040955632	1232.721843003413	SPEAKER_00
1232.7559726962459	1245.042662116041	SPEAKER_02
1245.230375426621	1283.5068259385666	SPEAKER_00
1283.745733788396	1288.8139931740616	SPEAKER_02
1288.5068259385666	1290.1109215017066	SPEAKER_00
1290.3839590443686	1419.189419795222	SPEAKER_02
1354.7866894197953	1355.486348122867	SPEAKER_00
1419.4112627986349	1434.0529010238909	SPEAKER_00
1434.3600682593858	1454.0358361774745	SPEAKER_02
1454.1382252559727	1455.5204778156997	SPEAKER_00
1455.9129692832764	1468.1484641638226	SPEAKER_02
1468.2337883959044	1476.0494880546075	SPEAKER_00
1476.4419795221843	1539.598976109215	SPEAKER_02
1497.3805460750855	1497.9266211604097	SPEAKER_00
1539.3259385665528	1545.3668941979522	SPEAKER_00
1545.793515358362	1637.2952218430034	SPEAKER_02
1588.4556313993176	1588.6262798634814	SPEAKER_00
1630.1962457337884	1630.5716723549488	SPEAKER_00
1637.4658703071673	1665.486348122867	SPEAKER_00
1665.8276450511946	1671.8515358361776	SPEAKER_02
1671.8515358361776	1711.1689419795223	SPEAKER_00
1711.5273037542663	1721.0324232081912	SPEAKER_02
1720.8105802047783	1721.7150170648465	SPEAKER_00
1722.1587030716723	1759.0017064846418	SPEAKER_02
1758.8481228668943	1765.1450511945393	SPEAKER_00
1765.3498293515358	1766.9368600682594	SPEAKER_02
1766.9368600682594	1768.30204778157	SPEAKER_00
1768.4215017064846	1794.8720136518773	SPEAKER_02
1787.9095563139933	1788.4556313993176	SPEAKER_00
1795.1109215017066	1815.8617747440273	SPEAKER_00
1816.254266211604	1885.759385665529	SPEAKER_02
1850.1621160409557	1850.6399317406144	SPEAKER_00
1885.7764505119455	1895.759385665529	SPEAKER_00
1896.1860068259386	1972.448805460751	SPEAKER_02
1972.7559726962459	1996.6467576791808	SPEAKER_00
1997.1075085324233	2026.1689419795223	SPEAKER_02
2026.5273037542663	2032.585324232082	SPEAKER_00
2032.636518771331	2049.10409556314	SPEAKER_02
2049.8720136518773	2122.2781569965873	SPEAKER_02
2122.602389078498	2132.363481228669	SPEAKER_00
2132.585324232082	2176.9197952218433	SPEAKER_02
2177.005119453925	2191.7662116040956	SPEAKER_00
2192.0733788395905	2203.933447098976	SPEAKER_02
2203.967576791809	2208.5580204778157	SPEAKER_00
2208.5580204778157	2213.5580204778157	SPEAKER_02
2213.8481228668943	2215.9129692832767	SPEAKER_00
2216.117747440273	2217.6194539249145	SPEAKER_02
2220.4180887372013	2240.2474402730377	SPEAKER_01
2242.9948805460754	2245.5034129692835	SPEAKER_01
